addr	timept	g	range
2825	0.01	1.7958984374999993e-05	14
2825	100000.0	1.616455078125e-05	14
2826	1.0	3.986572265624999e-05	32
2826	0.01	4.0720214843749985e-05	32
2826	0.0	4.04052734375e-05	32
2826	0.1	4.017333984375e-05	32
2826	100000.0	3.7592773437500015e-05	32
2827	0.01	2.5546875000000006e-05	20
2827	100000.0	2.5526123046875e-05	20
2827	1.0	2.5450439453124994e-05	20
2827	0.0	2.5629882812499994e-05	20
2827	0.1	2.553222656249999e-05	20
2828	0.0	3.7236328125e-05	29
2828	100000.0	3.2928466796875e-05	29
2828	0.1	3.648681640625e-05	29
2828	1.0	3.6601562499999986e-05	29
2828	0.01	3.70703125e-05	29
2829	100000.0	4.65789794921875e-06	6
2829	0.01	8.260192871093749e-06	6
2829	0.1	1.150390625e-05	6
2829	0.0	8.307189941406249e-06	6
2829	1.0	1.1393432617187497e-05	6
2830	0.0	1.4658813476562495e-05	11
2830	0.01	1.4467773437499993e-05	11
2830	100000.0	1.4583740234375e-05	11
2830	0.1	1.4509277343749998e-05	11
2830	1.0	1.4578247070312494e-05	11
2831	0.1	1.1157836914062497e-05	11
2831	0.0	1.3836059570312504e-05	11
2831	0.01	1.0628662109374998e-05	11
2831	1.0	9.77783203125e-06	11
2831	100000.0	1.3944091796875e-05	11
2832	100000.0	2.39697265625e-05	20
2832	0.01	2.5672607421875e-05	20
2832	0.1	2.429077148437499e-05	20
2832	0.0	2.5465087890624985e-05	20
2832	1.0	2.462646484375e-05	20
2833	4.0	2.6622314453125e-05	18
2833	0.1	2.775878906249999e-05	18
2833	0.0	2.2989501953125e-05	18
2833	100000.0	2.4733886718750006e-05	18
2833	1.0	2.7812499999999995e-05	18
2833	0.01	2.3245849609374992e-05	18
2834	100000.0	4.0393066406249985e-06	3
2834	0.1	3.4967041015624983e-06	3
2834	4.0	3.8525390625e-06	3
2834	0.01	3.6688232421874985e-06	3
2834	0.0	3.8040161132812508e-06	3
2834	1.0	3.9080810546874985e-06	3
2835	100000.0	3.537475585937501e-05	28
2835	0.0	3.567138671875e-05	28
2835	4.0	3.5800781249999985e-05	28
2835	0.01	3.6026611328124994e-05	28
2835	1.0	3.5395507812499986e-05	28
2835	0.1	3.5826416015625e-05	28
2836	1.0	2.7111816406249992e-05	22
2836	0.1	2.7170410156249993e-05	22
2836	0.01	2.665649414062499e-05	22
2836	100000.0	2.862792968750001e-05	22
2836	0.0	2.8312988281249987e-05	22
2837	0.1	3.656494140625e-05	31
2837	0.0	3.9306640625000015e-05	31
2837	100000.0	2.944458007812501e-05	31
2837	1.0	3.661376953125e-05	31
2837	0.01	3.915283203124999e-05	31
2838	4.0	2.9459228515624995e-05	26
2838	0.01	3.2745361328124985e-05	26
2838	100000.0	3.2648925781250004e-05	26
2838	0.1	3.1947021484374986e-05	26
2838	1.0	3.034423828125e-05	26
2838	0.0	3.2556152343749986e-05	26
2839	0.0	2.8067626953125e-05	22
2839	0.01	2.8447265625e-05	22
2839	0.1	2.751220703125e-05	22
2839	1.0	2.3901367187499993e-05	22
2839	100000.0	2.583618164062501e-05	22
2839	4.0	2.457153320312499e-05	22
2840	4.0	5.6939697265625e-06	4
2840	100000.0	4.878845214843751e-06	4
2840	1.0	5.12542724609375e-06	4
2840	0.01	5.5523681640625e-06	4
2840	0.1	5.191955566406248e-06	4
2840	0.0	5.448608398437498e-06	4
2841	1.0	1.891235351562499e-05	16
2841	0.1	2.296875e-05	16
2841	0.0	2.0015869140625e-05	16
2841	0.01	2.0035400390625007e-05	16
2841	100000.0	1.6378173828124998e-05	16
2842	100000.0	1.1807861328125e-05	11
2842	1.0	1.3878784179687494e-05	11
2842	0.0	1.4429321289062494e-05	11
2842	0.1	1.3244628906250003e-05	11
2842	0.01	1.3646240234374997e-05	11
2842	4.0	1.3348999023437498e-05	11
2843	0.1	3.552734375e-05	28
2843	0.01	3.5540771484375e-05	28
2843	100000.0	2.8310546874999995e-05	28
2843	0.0	3.5742187499999994e-05	28
2843	1.0	3.50732421875e-05	28
2844	100000.0	2.9743652343750005e-05	20
2844	0.0	2.54736328125e-05	20
2844	0.1	2.459594726562499e-05	20
2844	1.0	2.564208984375e-05	20
2844	0.01	2.5463867187499994e-05	20
2845	0.01	1.5136108398437498e-05	11
2845	1.0	2.3355712890625e-05	11
2845	0.0	1.4271850585937494e-05	11
2845	0.1	1.5175781249999997e-05	11
2845	100000.0	2.1730957031250005e-05	11
2846	0.1	2.5178222656249993e-05	20
2846	0.01	2.5379638671874995e-05	20
2846	0.0	2.5155029296875e-05	20
2846	100000.0	2.288696289062501e-05	20
2846	1.0	2.554443359375e-05	20
2847	100000.0	1.2615966796875e-05	9
2847	4.0	1.1014404296875e-05	9
2847	0.1	1.18426513671875e-05	9
2847	0.01	1.16729736328125e-05	9
2847	1.0	1.1842651367187495e-05	9
2847	0.0	1.1538696289062495e-05	9
2848	100000.0	2.231811523437501e-05	19
2848	0.1	2.1458740234374993e-05	19
2848	0.01	2.3968505859375e-05	19
2848	1.0	2.0141601562500008e-05	19
2848	0.0	2.450439453124999e-05	19
2849	1.0	1.7207031249999993e-05	13
2849	0.0	1.7495117187499994e-05	13
2849	100000.0	1.5966796875e-05	13
2849	0.1	1.7754516601562496e-05	13
2849	0.01	1.7636718749999993e-05	13
2850	4.0	3.0858154296874995e-05	24
2850	0.1	3.070922851562499e-05	24
2850	0.01	3.0252685546875e-05	24
2850	100000.0	2.7808837890625e-05	24
2850	1.0	3.09814453125e-05	24
2850	0.0	3.097290039062499e-05	24
2851	100000.0	4.858398437500002e-06	6
2851	0.01	7.97119140625e-06	6
2851	4.0	7.565307617187495e-06	6
2851	0.1	8.119506835937499e-06	6
2851	1.0	7.934265136718747e-06	6
2851	0.0	8.396606445312496e-06	6
2852	0.1	2.5844726562499992e-05	20
2852	1.0	2.5375976562499994e-05	20
2852	100000.0	2.2716064453125e-05	20
2852	4.0	2.6884765624999992e-05	20
2852	0.0	2.5526123046874995e-05	20
2852	0.01	2.5383300781249995e-05	20
2853	4.0	3.059570312499999e-05	24
2853	0.01	3.121337890625e-05	24
2853	0.1	3.0408935546875e-05	24
2853	1.0	3.086669921874999e-05	24
2853	100000.0	3.186767578125e-05	24
2853	0.0	3.0526123046874995e-05	24
2854	0.1	1.8101806640624994e-05	16
2854	4.0	1.81689453125e-05	16
2854	0.0	2.0150146484375e-05	16
2854	0.01	1.925537109375e-05	16
2854	100000.0	1.9272460937500006e-05	16
2854	1.0	1.84033203125e-05	16
2855	0.0	2.543945312499999e-05	20
2855	0.1	2.593017578125e-05	20
2855	100000.0	2.1853027343750005e-05	20
2855	0.01	2.567626953125e-05	20
2855	1.0	2.6064453124999992e-05	20
2856	0.1	2.1940917968749995e-05	20
2856	0.0	2.5955810546875e-05	20
2856	0.01	2.4497070312499993e-05	20
2856	1.0	2.105224609375e-05	20
2856	100000.0	2.3812255859375e-05	20
2857	0.1	2.1629638671874995e-05	17
2857	0.0	2.2058105468749993e-05	17
2857	1.0	2.2152099609374992e-05	17
2857	0.01	2.2020263671874993e-05	17
2857	4.0	2.214599609374999e-05	17
2857	100000.0	2.2650146484375e-05	17
2858	0.0	2.8615722656249995e-05	22
2858	0.1	2.84130859375e-05	22
2858	0.01	2.8736572265625e-05	22
2858	1.0	2.8416748046875006e-05	22
2858	100000.0	2.8109130859375e-05	22
2859	0.0	3.2283935546875e-05	25
2859	100000.0	2.76708984375e-05	25
2859	4.0	3.2130126953124986e-05	25
2859	0.1	3.0634765624999995e-05	25
2859	0.01	3.0624999999999985e-05	25
2859	1.0	3.1531982421875e-05	25
2860	1.0	3.312377929687499e-05	25
2860	0.1	3.290527343749999e-05	25
2860	0.01	3.2462158203124986e-05	25
2860	100000.0	3.1862792968750004e-05	25
2860	0.0	3.2210693359375e-05	25
2861	0.0	2.1966552734375e-05	17
2861	100000.0	2.4437255859375e-05	17
2861	0.01	2.1153564453125e-05	17
2861	1.0	2.130859375e-05	17
2861	0.1	2.1334228515625e-05	17
2862	0.01	3.136840820312499e-05	24
2862	100000.0	3.3026123046875e-05	24
2862	1.0	3.100219726562499e-05	24
2862	0.0	3.109619140624999e-05	24
2862	0.1	3.063720703124999e-05	24
2863	0.01	1.00384521484375e-05	7
2863	100000.0	4.3438720703125015e-06	7
2863	1.0	9.1046142578125e-06	7
2863	0.1	7.958984375e-06	7
2863	0.0	9.725952148437496e-06	7
2863	4.0	1.06585693359375e-05	7
2864	4.0	1.6177368164062494e-05	11
2864	0.0	1.42437744140625e-05	11
2864	100000.0	9.7625732421875e-06	11
2864	1.0	1.639892578125e-05	11
2864	0.01	1.0409545898437497e-05	11
2864	0.1	1.53875732421875e-05	11
2865	1.0	2.2152099609375e-05	17
2865	0.01	2.2293701171875e-05	17
2865	100000.0	2.151123046875e-05	17
2865	0.1	2.229736328125e-05	17
2865	0.0	2.249023437499999e-05	17
2866	0.01	5.8627319335937475e-06	6
2866	1.0	4.207153320312499e-06	6
2866	100000.0	3.7805175781249993e-06	6
2866	0.0	8.388366699218747e-06	6
2866	0.1	2.7642822265625e-06	6
2866	4.0	4.6563720703125e-06	6
2867	0.1	2.6678466796874993e-05	22
2867	1.0	2.737548828124999e-05	22
2867	0.01	2.600585937499999e-05	22
2867	0.0	2.759033203125e-05	22
2867	100000.0	2.9318847656250007e-05	22
2868	0.0	3.368652343749999e-05	26
2868	0.1	3.3817138671874986e-05	26
2868	1.0	3.4387207031249994e-05	26
2868	0.01	3.336791992187499e-05	26
2868	100000.0	3.584106445312501e-05	26
2869	1.0	5.6680297851562485e-06	3
2869	4.0	4.652404785156248e-06	3
2869	0.1	5.346679687499998e-06	3
2869	0.01	5.7220458984375e-06	3
2869	100000.0	5.341796875000002e-06	3
2869	0.0	4.480285644531248e-06	3
2870	0.01	2.3464965820312496e-06	1
2870	4.0	3.980712890625e-06	1
2870	1.0	3.053436279296874e-06	1
2870	0.0	2.237091064453125e-06	1
2870	0.1	3.059387207031249e-06	1
2870	100000.0	5.291748046875002e-06	1
2871	1.0	2.9559326171875e-05	23
2871	4.0	2.9309082031250008e-05	23
2871	0.0	2.9591064453124988e-05	23
2871	0.1	2.9737548828125006e-05	23
2871	100000.0	2.592285156250001e-05	23
2871	0.01	2.9061279296874987e-05	23
2872	0.1	2.3288574218749994e-05	18
2872	0.01	2.318115234374999e-05	18
2872	100000.0	2.077880859375e-05	18
2872	1.0	2.323852539062499e-05	18
2872	0.0	2.2827148437499993e-05	18
2872	4.0	2.3106689453125e-05	18
2873	1.0	1.8859863281249996e-06	1
2873	0.01	2.0246887207031246e-06	1
2873	4.0	2.360382080078125e-06	1
2873	0.1	2.076721191406249e-06	1
2873	0.0	2.0263671875e-06	1
2873	100000.0	5.3558349609375e-06	1
2874	0.1	3.680908203124998e-05	28
2874	0.01	3.7734375e-05	28
2874	1.0	3.6240234375e-05	28
2874	0.0	3.6174316406249986e-05	28
2874	100000.0	3.6748046875e-05	28
2875	1.0	7.133789062499998e-06	5
2875	0.01	5.05279541015625e-06	5
2875	4.0	6.4819335937499985e-06	5
2875	0.0	6.835021972656248e-06	5
2875	0.1	7.120666503906249e-06	5
2875	100000.0	6.3708496093750026e-06	5
2876	0.1	1.46368408203125e-05	11
2876	4.0	1.8447265624999994e-05	11
2876	0.01	1.469970703125e-05	11
2876	1.0	1.592773437499999e-05	11
2876	0.0	1.4622192382812494e-05	11
2876	100000.0	1.4633789062500007e-05	11
2877	0.01	2.6605224609374994e-05	21
2877	0.1	2.6978759765625e-05	21
2877	100000.0	2.546142578125e-05	21
2877	4.0	2.676513671874999e-05	21
2877	1.0	2.6796875e-05	21
2877	0.0	2.6756591796874993e-05	21
2878	4.0	8.3721923828125e-06	6
2878	100000.0	6.074218750000002e-06	6
2878	0.0	8.370056152343749e-06	6
2878	0.01	8.471984863281249e-06	6
2878	0.1	8.381652832031247e-06	6
2878	1.0	8.768005371093749e-06	6
2879	0.01	1.630615234375e-05	13
2879	0.1	1.6083374023437498e-05	13
2879	4.0	1.513427734375e-05	13
2879	1.0	1.5185546875e-05	13
2879	0.0	1.6627197265625e-05	13
2879	100000.0	1.25714111328125e-05	13
2880	0.01	3.773681640624998e-05	31
2880	100000.0	3.844482421875001e-05	31
2880	4.0	3.991455078125001e-05	31
2880	0.0	3.90234375e-05	31
2880	0.1	3.88330078125e-05	31
2880	1.0	3.9433593749999986e-05	31
2881	100000.0	1.1905517578125002e-05	3
2881	0.01	4.521789550781248e-06	3
2881	1.0	9.556884765625e-06	3
2881	0.1	4.495849609375e-06	3
2881	0.0	4.484252929687499e-06	3
2881	4.0	1.4803466796874994e-05	3
2882	0.01	2.033203125e-05	15
2882	100000.0	1.6295166015625e-05	15
2882	0.0	1.9649658203125e-05	15
2882	4.0	1.849365234375e-05	15
2882	1.0	2.083129882812499e-05	15
2882	0.1	2.0612792968749994e-05	15
2883	1.0	2.1618652343749994e-05	21
2883	0.0	2.6989746093749992e-05	21
2883	0.01	2.4381103515624992e-05	21
2883	0.1	2.4349365234375e-05	21
2883	100000.0	2.3447265625000007e-05	21
2884	1.0	1.953124999999999e-05	16
2884	0.01	2.0461425781249996e-05	16
2884	0.1	2.04150390625e-05	16
2884	0.0	2.0192871093749995e-05	16
2884	100000.0	1.8482666015625e-05	16
2885	0.1	2.543945312499999e-05	16
2885	100000.0	2.50390625e-05	16
2885	0.0	2.0311279296875e-05	16
2885	4.0	2.4331054687499993e-05	16
2885	1.0	2.381591796875e-05	16
2885	0.01	2.126220703125e-05	16
2886	100000.0	1.0910644531250004e-05	6
2886	4.0	1.3452148437499992e-05	6
2886	0.01	1.9537353515625e-05	6
2886	0.1	1.4742431640624994e-05	6
2886	0.0	7.872924804687496e-06	6
2886	1.0	1.321899414062499e-05	6
2887	0.1	1.551361083984375e-06	1
2887	0.0	1.5460205078124997e-06	1
2887	4.0	1.416702270507812e-06	1
2887	1.0	1.4437866210937497e-06	1
2887	100000.0	4.051208496093749e-07	1
2887	0.01	1.473388671875001e-06	1
2888	100000.0	1.9371337890625006e-05	17
2888	0.01	2.1776123046875e-05	17
2888	1.0	1.911865234375e-05	17
2888	0.0	2.13232421875e-05	17
2888	0.1	2.0229492187500008e-05	17
2889	0.01	2.606201171875e-05	20
2889	0.0	2.5631103515625e-05	20
2889	1.0	2.404052734375e-05	20
2889	0.1	2.5325927734374995e-05	20
2889	100000.0	2.81982421875e-05	20
2890	1.0	2.3249511718749995e-05	19
2890	0.0	2.3798828125e-05	19
2890	0.01	2.3544921874999993e-05	19
2890	0.1	2.3624267578125008e-05	19
2890	100000.0	2.49267578125e-05	19
2891	0.01	3.166259765625e-05	25
2891	0.0	3.1588134765624986e-05	25
2891	1.0	2.9658203124999988e-05	25
2891	0.1	3.0360107421874995e-05	25
2891	100000.0	2.7473144531250008e-05	25
2892	0.0	3.763916015625e-05	30
2892	0.1	3.8024902343749986e-05	30
2892	4.0	3.772705078124999e-05	30
2892	0.01	3.7373046875e-05	30
2892	100000.0	3.7890625e-05	30
2892	1.0	3.7922363281249985e-05	30
2893	0.0	3.9151000976562505e-06	3
2893	4.0	3.857116699218748e-06	3
2893	100000.0	8.2537841796875e-06	3
2893	1.0	3.6508178710937483e-06	3
2893	0.01	3.888854980468747e-06	3
2893	0.1	4.007568359375e-06	3
2894	0.01	1.9213867187499995e-05	15
2894	100000.0	2.166015625e-05	15
2894	0.1	1.7796630859374994e-05	15
2894	0.0	1.9456787109375e-05	15
2894	1.0	1.4383544921874994e-05	15
2895	1.0	3.5960693359374995e-05	28
2895	0.0	3.5456542968749986e-05	28
2895	4.0	3.748046874999999e-05	28
2895	0.01	3.520385742187499e-05	28
2895	100000.0	3.787841796875001e-05	28
2895	0.1	3.5388183593749985e-05	28
2896	0.0	2.8223876953124986e-05	22
2896	0.1	2.75732421875e-05	22
2896	100000.0	2.7991943359375012e-05	22
2896	0.01	2.6981201171874994e-05	22
2896	1.0	2.7601318359374987e-05	22
2897	0.1	6.680297851562499e-06	5
2897	0.0	6.981811523437497e-06	5
2897	100000.0	4.27215576171875e-06	5
2897	1.0	6.373596191406248e-06	5
2897	0.01	6.920776367187499e-06	5
2897	4.0	6.2701416015624976e-06	5
2898	100000.0	9.974670410156248e-07	1
2898	0.0	1.9000244140624997e-06	1
2898	0.1	2.676696777343749e-06	1
2898	1.0	2.776641845703124e-06	1
2898	4.0	2.6007080078124997e-06	1
2898	0.01	2.041931152343749e-06	1
2899	0.0	3.822998046875e-05	30
2899	1.0	3.5720214843749985e-05	30
2899	4.0	3.5700683593749986e-05	30
2899	0.1	3.67041015625e-05	30
2899	0.01	3.7099609375e-05	30
2899	100000.0	3.4112548828125004e-05	30
2900	1.0	2.7121582031249992e-05	22
2900	0.1	2.693115234375e-05	22
2900	100000.0	2.5521240234375e-05	22
2900	0.0	2.759521484375e-05	22
2900	0.01	2.7512207031249993e-05	22
2900	4.0	2.7961425781249995e-05	22
2901	0.1	9.017944335937496e-06	7
2901	1.0	8.971557617187499e-06	7
2901	100000.0	8.160400390625e-06	7
2901	0.0	9.2138671875e-06	7
2901	0.01	9.072875976562497e-06	7
2902	1.0	1.0867919921874996e-05	11
2902	0.1	9.930419921875e-06	11
2902	100000.0	1.661865234375e-05	11
2902	0.0	1.4268188476562494e-05	11
2902	0.01	1.0493164062499998e-05	11
2903	0.1	4.013671874999999e-05	31
2903	1.0	3.839111328124999e-05	31
2903	4.0	4.050781249999999e-05	31
2903	0.0	3.903808593749999e-05	31
2903	100000.0	3.921875e-05	31
2903	0.01	3.9956054687499986e-05	31
2904	0.0	7.1197509765624985e-06	5
2904	0.01	7.666625976562497e-06	5
2904	100000.0	6.707153320312498e-06	5
2904	4.0	6.622619628906251e-06	5
2904	1.0	7.0803833007812515e-06	5
2904	0.1	7.693176269531248e-06	5
2905	100000.0	3.370849609375e-05	26
2905	0.1	3.3515625e-05	26
2905	0.01	3.2976074218749985e-05	26
2905	0.0	3.3016357421875e-05	26
2905	1.0	3.276123046874999e-05	26
2906	100000.0	3.3287353515625e-05	28
2906	1.0	3.450317382812499e-05	28
2906	0.1	3.463989257812499e-05	28
2906	0.01	3.5444335937499994e-05	28
2906	0.0	3.529174804687499e-05	28
2907	1.0	1.6448364257812494e-05	11
2907	0.01	1.2009887695312497e-05	11
2907	4.0	1.6174316406249994e-05	11
2907	100000.0	1.8399658203125007e-05	11
2907	0.1	1.4302978515624994e-05	11
2907	0.0	1.44049072265625e-05	11
2908	0.0	1.4751586914062494e-05	11
2908	0.1	1.4672851562499993e-05	11
2908	0.01	1.4519653320312498e-05	11
2908	4.0	6.928710937499997e-06	11
2908	100000.0	9.111328125e-06	11
2908	1.0	5.6231689453125e-06	11
2909	4.0	8.193969726562497e-06	6
2909	0.0	7.702331542968747e-06	6
2909	100000.0	6.7108154296875e-06	6
2909	1.0	8.398132324218746e-06	6
2909	0.01	7.455139160156247e-06	6
2909	0.1	7.699584960937499e-06	6
2910	0.0	2.3739013671874994e-05	18
2910	0.01	2.4111328125e-05	18
2910	0.1	2.5084228515624994e-05	18
2910	100000.0	1.833984375e-05	18
2910	1.0	2.5622558593749994e-05	18
2912	0.01	2.5552978515624992e-05	20
2912	100000.0	2.4750976562500006e-05	20
2912	0.0	2.556884765625e-05	20
2912	1.0	2.5451660156249992e-05	20
2912	0.1	2.5257568359375e-05	20
2913	0.1	1.2896728515625e-05	10
2913	100000.0	9.283447265625e-06	10
2913	0.01	1.2528686523437495e-05	10
2913	1.0	1.0455932617187498e-05	10
2913	0.0	1.2725830078125e-05	10
2914	1.0	1.4603271484374993e-05	14
2914	0.0	1.7548828124999993e-05	14
2914	0.01	1.7454833984374994e-05	14
2914	100000.0	1.6800537109374994e-05	14
2914	0.1	1.5066528320312494e-05	14
2915	0.0	1.178131103515625e-06	0
2915	0.1	1.131744384765625e-06	0
2915	0.01	1.1619567871093751e-06	0
2915	100000.0	2.7424621582031254e-06	0
2915	4.0	1.067657470703125e-06	0
2915	1.0	1.2472534179687493e-06	0
2916	0.0	1.7849121093750002e-05	14
2916	4.0	1.8328857421875e-05	14
2916	0.1	1.822998046875e-05	14
2916	100000.0	1.4623413085937496e-05	14
2916	1.0	1.880859375e-05	14
2916	0.01	1.7520751953124996e-05	14
2917	0.0	2.0383300781249995e-05	16
2917	0.1	1.9937744140625e-05	16
2917	100000.0	1.863037109375e-05	16
2917	0.01	2.0533447265625e-05	16
2917	1.0	2.0606689453124995e-05	16
2918	0.0	3.0640869140624995e-05	24
2918	0.1	2.9932861328124995e-05	24
2918	100000.0	2.996337890625e-05	24
2918	0.01	2.9819335937499993e-05	24
2918	1.0	3.019165039062499e-05	24
2919	0.0	1.9864501953124995e-05	15
2919	100000.0	1.3876342773437507e-05	15
2919	1.0	1.7156982421875e-05	15
2919	0.01	1.99267578125e-05	15
2919	0.1	1.8629150390625e-05	15
2920	1.0	7.734374999999997e-06	5
2920	0.01	6.546630859374999e-06	5
2920	0.0	6.66259765625e-06	5
2920	0.1	7.682495117187499e-06	5
2920	100000.0	4.13909912109375e-06	5
2920	4.0	6.696777343749998e-06	5
2921	100000.0	1.9652099609375006e-05	16
2921	0.0	2.0885009765625e-05	16
2921	0.1	2.0885009765624992e-05	16
2921	1.0	2.0928955078124996e-05	16
2921	0.01	2.1221923828125e-05	16
2922	100000.0	2.0030517578125e-05	19
2922	0.1	2.4107666015625e-05	19
2922	0.01	2.4285888671874995e-05	19
2922	1.0	2.4229736328125e-05	19
2922	0.0	2.38916015625e-05	19
2923	0.0	1.4251098632812504e-05	11
2923	100000.0	9.645996093750003e-06	11
2923	0.01	1.4608154296874993e-05	11
2923	0.1	1.48291015625e-05	11
2923	1.0	1.4681396484375e-05	11
2924	100000.0	2.553466796875001e-05	24
2924	0.1	2.822021484375e-05	24
2924	0.01	2.895141601562499e-05	24
2924	4.0	2.8519287109374987e-05	24
2924	0.0	3.0151367187499993e-05	24
2924	1.0	2.8834228515625e-05	24
2925	0.01	2.641296386718749e-06	2
2925	1.0	3.897247314453124e-06	2
2925	0.1	3.7611389160156235e-06	2
2925	0.0	2.70721435546875e-06	2
2925	4.0	3.200225830078125e-06	2
2925	100000.0	3.281860351562499e-06	2
2926	0.0	4.005615234375e-05	32
2926	4.0	3.965820312499998e-05	32
2926	0.01	3.955322265624998e-05	32
2926	0.1	3.938720703125e-05	32
2926	100000.0	3.633544921875e-05	32
2926	1.0	3.92724609375e-05	32
2927	1.0	8.513488769531246e-06	5
2927	100000.0	1.2315673828125004e-05	5
2927	0.0	7.13836669921875e-06	5
2927	4.0	8.766479492187499e-06	5
2927	0.01	7.1417236328124985e-06	5
2927	0.1	8.612060546874999e-06	5
2928	1.0	2.040649414062499e-05	17
2928	0.01	2.0961914062499995e-05	17
2928	0.1	2.0166015625e-05	17
2928	4.0	2.1102294921875e-05	17
2928	100000.0	1.9300537109375e-05	17
2928	0.0	2.1556396484375e-05	17
2929	1.0	2.9423828125e-05	24
2929	0.0	3.0073242187499993e-05	24
2929	0.01	3.0490722656249987e-05	24
2929	0.1	3.0166015624999987e-05	24
2929	100000.0	3.156982421875e-05	24
2929	4.0	2.943237304687499e-05	24
2930	0.0	2.489013671875e-06	1
2930	1.0	1.8298339843750004e-06	1
2930	100000.0	2.930908203125e-06	1
2930	0.01	2.4974060058593743e-06	1
2930	0.1	2.4778747558593743e-06	1
2930	4.0	1.7616271972656245e-06	1
2931	100000.0	2.582275390625e-05	22
2931	0.1	2.7983398437499993e-05	22
2931	0.01	2.8785400390625e-05	22
2931	1.0	2.8166503906249987e-05	22
2931	0.0	2.8696289062499988e-05	22
2932	0.1	3.6552734374999984e-05	29
2932	0.0	3.6560058593749985e-05	29
2932	100000.0	3.4532470703125004e-05	29
2932	0.01	3.638916015625e-05	29
2932	1.0	3.72265625e-05	29
2932	4.0	3.6147460937499986e-05	29
2933	100000.0	2.0280761718750005e-05	17
2933	0.0	2.21630859375e-05	17
2933	1.0	1.8895263671875e-05	17
2933	0.1	2.09423828125e-05	17
2933	4.0	1.580200195312499e-05	17
2933	0.01	2.0965576171875e-05	17
2934	1.0	1.3796386718749994e-05	11
2934	0.01	1.4484252929687495e-05	11
2934	0.0	1.4169921874999994e-05	11
2934	100000.0	1.34320068359375e-05	11
2934	4.0	1.4014892578125e-05	11
2934	0.1	1.3835449218749994e-05	11
2936	1.0	2.6461181640624995e-05	18
2936	0.1	2.286865234375e-05	18
2936	4.0	2.2772216796875e-05	18
2936	100000.0	1.8865966796875006e-05	18
2936	0.0	2.3341064453125e-05	18
2936	0.01	2.3504638671875e-05	18
2937	0.0	2.212219238281249e-06	1
2937	100000.0	2.3828125000000007e-06	1
2937	1.0	2.0744323730468744e-06	1
2937	0.01	2.266082763671874e-06	1
2937	4.0	1.4549255371093753e-06	1
2937	0.1	2.116241455078125e-06	1
2938	1.0	1.9366455078125e-05	15
2938	0.01	1.985107421875e-05	15
2938	0.1	1.939697265625e-05	15
2938	4.0	1.954223632812499e-05	15
2938	0.0	1.994384765625e-05	15
2938	100000.0	1.6892700195312498e-05	15
2939	1.0	3.642578125e-05	30
2939	0.01	3.69482421875e-05	30
2939	0.0	3.7705078124999985e-05	30
2939	100000.0	3.5480957031250004e-05	30
2939	0.1	3.688476562500001e-05	30
2940	0.1	1.3618164062499996e-05	11
2940	0.01	1.4261474609375e-05	11
2940	100000.0	1.452880859375e-05	11
2940	0.0	1.4265747070312496e-05	11
2940	1.0	1.10638427734375e-05	11
2940	4.0	1.10430908203125e-05	11
2941	0.01	1.2927856445312497e-05	10
2941	0.0	1.2902832031249995e-05	10
2941	1.0	1.3408203124999996e-05	10
2941	0.1	1.3684692382812496e-05	10
2941	4.0	1.39971923828125e-05	10
2941	100000.0	2.0960693359375e-05	10
2942	0.0	2.51220703125e-05	20
2942	0.01	2.5002441406249993e-05	20
2942	0.1	2.2869873046874992e-05	20
2942	100000.0	2.5903320312500007e-05	20
2942	1.0	2.601928710937499e-05	20
2943	0.1	3.9511718749999976e-05	30
2943	0.0	3.7961425781249984e-05	30
2943	100000.0	3.7189941406249985e-05	30
2943	1.0	3.8483886718749985e-05	30
2943	0.01	3.759521484374999e-05	30
2944	1.0	2.7626953125000006e-05	22
2944	0.1	2.7805175781249994e-05	22
2944	100000.0	2.9758300781250013e-05	22
2944	0.01	2.8049316406249988e-05	22
2944	0.0	2.7729492187499993e-05	22
2945	100000.0	5.369262695312499e-06	5
2945	0.0	7.145690917968747e-06	5
2945	0.1	7.79266357421875e-06	5
2945	0.01	7.030029296874997e-06	5
2945	4.0	5.670471191406248e-06	5
2945	1.0	6.132507324218748e-06	5
2946	1.0	1.9478759765624995e-05	15
2946	0.0	1.9421386718749996e-05	15
2946	0.01	2.028564453125e-05	15
2946	0.1	2.019287109375e-05	15
2946	100000.0	1.4932861328125e-05	15
2947	4.0	1.9100341796875e-05	15
2947	0.1	1.9104003906249993e-05	15
2947	0.01	1.9100341796875e-05	15
2947	0.0	1.8999023437499993e-05	15
2947	100000.0	1.8869628906250006e-05	15
2947	1.0	1.9039306640625e-05	15
2948	0.01	9.3499755859375e-06	7
2948	0.1	1.0524902343749997e-05	7
2948	4.0	7.617187499999997e-06	7
2948	0.0	9.786987304687496e-06	7
2948	100000.0	9.117431640625002e-06	7
2948	1.0	1.0109863281249997e-05	7
2949	0.1	2.7927246093749988e-05	22
2949	100000.0	2.608154296875e-05	22
2949	0.0	2.8424072265625e-05	22
2949	1.0	2.6312255859375e-05	22
2949	0.01	2.8085937499999994e-05	22
2950	1.0	2.4268798828125e-05	17
2950	0.0	2.1654052734375e-05	17
2950	0.1	2.1586914062499993e-05	17
2950	4.0	2.3864746093750008e-05	17
2950	100000.0	2.1829833984375005e-05	17
2950	0.01	2.1732177734374992e-05	17
2951	1.0	1.5529785156249993e-05	12
2951	100000.0	1.184814453125e-05	12
