addr	timept	g	range
15802	0.0	5.4766845703124986e-06	4
15803	1.0	1.7553710937499995e-05	14
15803	0.1	1.7498779296874994e-05	14
15803	0.01	1.6828613281249994e-05	14
15803	0.0	1.8365478515625e-05	14
15803	100000.0	1.8505859375e-05	14
15804	0.0	7.652893066406246e-06	6
15804	1.0	7.316894531250002e-06	6
15804	0.01	8.17413330078125e-06	6
15804	4.0	7.545166015624999e-06	6
15804	100000.0	8.82080078125e-06	6
15804	0.1	7.913818359374996e-06	6
15805	0.1	2.5895996093749993e-05	20
15805	0.0	2.604248046874999e-05	20
15805	0.01	2.591186523437499e-05	20
15805	1.0	2.616943359375e-05	20
15805	100000.0	2.4003906250000005e-05	20
15806	0.01	1.4560546874999995e-05	11
15806	0.0	1.4214477539062494e-05	11
15806	0.1	1.4234619140624994e-05	11
15806	4.0	1.1519775390624998e-05	11
15806	100000.0	1.45751953125e-05	11
15806	1.0	1.3057250976562495e-05	11
15807	0.0	9.886474609374997e-06	7
15807	0.01	1.046630859375e-05	7
15807	100000.0	4.9456787109374994e-06	7
15807	0.1	8.696289062499996e-06	7
15807	1.0	9.4677734375e-06	7
15808	1.0	2.8160400390624987e-05	23
15808	0.0	2.9542236328125e-05	23
15808	0.1	2.95849609375e-05	23
15808	100000.0	2.6529541015625e-05	23
15808	0.01	2.9838867187499995e-05	23
15809	1.0	7.723999023437493e-07	0
15809	100000.0	7.02972412109375e-07	0
15809	0.0	6.69403076171875e-07	0
15809	0.01	7.39517211914062e-07	0
15809	0.1	7.848358154296873e-07	0
15809	4.0	1.0663604736328123e-06	0
15810	100000.0	6.2707519531250016e-06	6
15810	0.0	7.595520019531248e-06	6
15810	0.01	7.684020996093749e-06	6
15810	1.0	7.599182128906249e-06	6
15810	0.1	7.57965087890625e-06	6
15810	4.0	6.9943237304687485e-06	6
15811	0.1	2.1307373046874995e-05	16
15811	100000.0	1.8604736328125006e-05	16
15811	1.0	1.8636474609375e-05	16
15811	0.01	2.287841796875e-05	16
15811	0.0	2.1043701171874995e-05	16
15812	0.01	4.54193115234375e-06	3
15812	0.1	4.501953125e-06	3
15812	4.0	4.526367187499999e-06	3
15812	0.0	4.5288085937499984e-06	3
15812	1.0	4.3548583984375e-06	3
15812	100000.0	1.7080688476562504e-06	3
15813	0.0	2.3326416015625e-05	18
15813	1.0	2.1397705078125e-05	18
15813	100000.0	2.0877685546875e-05	18
15813	0.01	2.1507568359374995e-05	18
15813	0.1	2.1541748046874995e-05	18
15814	0.0	1.6756591796874994e-05	13
15814	1.0	1.8369140625e-05	13
15814	0.01	1.6345214843749996e-05	13
15814	0.1	1.3511962890624996e-05	13
15814	100000.0	1.9615478515625e-05	13
15815	0.01	1.9956054687499988e-05	17
15815	1.0	2.0676269531249994e-05	17
15815	0.0	2.132080078124999e-05	17
15815	0.1	1.9838867187499993e-05	17
15815	100000.0	9.813232421875004e-06	17
15816	0.1	3.1658935546875e-06	2
15816	0.0	3.0395507812499994e-06	2
15816	1.0	3.128356933593749e-06	2
15816	0.01	3.0014038085937494e-06	2
15816	4.0	2.9414367675781237e-06	2
15816	100000.0	4.498291015624999e-07	2
15817	0.1	1.55462646484375e-05	12
15817	0.01	1.6105346679687493e-05	12
15817	1.0	1.5540771484374994e-05	12
15817	0.0	1.5613403320312496e-05	12
15817	100000.0	1.2479858398437504e-05	12
15818	0.01	9.1717529296875e-06	7
15818	4.0	9.492797851562503e-06	7
15818	0.0	9.168701171875e-06	7
15818	0.1	9.262084960937496e-06	7
15818	1.0	9.312744140625e-06	7
15818	100000.0	8.817749023437501e-06	7
15819	4.0	2.821960449218749e-06	0
15819	1.0	2.4317932128906243e-06	0
15819	0.01	1.2175750732421874e-06	0
15819	0.0	1.2373352050781245e-06	0
15819	100000.0	3.282775878906252e-06	0
15819	0.1	1.0899353027343751e-06	0
15820	1.0	2.0478515625e-05	16
15820	100000.0	2.322998046875e-05	16
15820	0.1	2.0894775390624992e-05	16
15820	0.0	2.012939453125e-05	16
15820	4.0	2.052001953125e-05	16
15820	0.01	2.01708984375e-05	16
15821	0.0	1.54302978515625e-05	12
15821	100000.0	5.069274902343752e-06	12
15821	1.0	8.260498046875001e-06	12
15821	0.1	1.3771362304687493e-05	12
15821	0.01	1.5209960937499994e-05	12
15822	1.0	1.7851562499999994e-05	13
15822	0.0	1.7336425781249994e-05	13
15822	0.01	1.6724853515624992e-05	13
15822	100000.0	1.7918701171875007e-05	13
15822	0.1	1.8095092773437494e-05	13
15823	100000.0	3.4749755859375e-05	27
15823	1.0	3.443603515624999e-05	27
15823	0.0	3.4256591796874985e-05	27
15823	0.01	3.467529296874999e-05	27
15823	0.1	3.4692382812499994e-05	27
15823	4.0	3.4543457031249994e-05	27
15824	0.1	2.756103515625e-05	22
15824	1.0	2.77587890625e-05	22
15824	0.0	2.8680419921875e-05	22
15824	100000.0	3.056396484375001e-05	22
15824	0.01	2.8491210937499993e-05	22
15825	0.0	1.2995605468749996e-05	10
15825	0.1	1.41522216796875e-05	10
15825	100000.0	5.0756835937500016e-06	10
15825	0.01	1.0737915039062497e-05	10
15825	1.0	1.42486572265625e-05	10
15826	100000.0	3.6813354492187517e-06	2
15826	0.0	3.5964965820312486e-06	2
15826	0.1	3.106384277343748e-06	2
15826	4.0	5.718078613281248e-06	2
15826	0.01	3.0316162109374987e-06	2
15826	1.0	4.946289062499998e-06	2
15827	0.1	1.4683837890624998e-05	12
15827	1.0	1.4271850585937494e-05	12
15827	0.0	1.6168823242187495e-05	12
15827	100000.0	1.272705078125e-05	12
15827	0.01	1.5472412109374993e-05	12
15828	0.0	1.976562499999999e-05	15
15828	100000.0	2.3465576171875e-05	15
15828	0.1	2.21142578125e-05	15
15828	1.0	2.3245849609374992e-05	15
15828	0.01	1.9761962890624994e-05	15
15829	0.0	1.9857177734374994e-05	15
15829	0.01	1.9212646484374993e-05	15
15829	100000.0	2.0383300781250006e-05	15
15829	0.1	2.115966796875e-05	15
15829	1.0	2.023315429687499e-05	15
15830	4.0	3.171234130859374e-06	2
15830	0.0	3.304443359375001e-06	2
15830	100000.0	4.866943359375001e-06	2
15830	1.0	3.927307128906248e-06	2
15830	0.01	3.42742919921875e-06	2
15830	0.1	3.5049438476562485e-06	2
15831	0.1	2.928466796875e-05	23
15831	1.0	2.981201171874999e-05	23
15831	4.0	2.9277343749999986e-05	23
15831	100000.0	2.9027099609375e-05	23
15831	0.0	2.9166259765624994e-05	23
15831	0.01	2.9443359374999993e-05	23
15832	1.0	3.709228515625e-05	29
15832	100000.0	3.9252929687500015e-05	29
15832	0.01	3.719482421874999e-05	29
15832	0.1	3.6240234375e-05	29
15832	0.0	3.651855468749999e-05	29
15832	4.0	3.6140136718749985e-05	29
15833	1.0	1.2025146484374995e-05	10
15833	4.0	1.2190551757812496e-05	10
15833	0.1	1.2528686523437495e-05	10
15833	100000.0	1.06866455078125e-05	10
15833	0.01	1.2700805664062495e-05	10
15833	0.0	1.2846679687499997e-05	10
15834	4.0	3.0830078124999994e-05	25
15834	0.01	3.0551757812499994e-05	25
15834	1.0	3.0512695312499995e-05	25
15834	0.0	3.2121582031249985e-05	25
15834	0.1	3.036376953125e-05	25
15834	100000.0	3.1905517578125e-05	25
15835	0.0	3.5734863281249986e-05	28
15835	0.1	3.573974609375e-05	28
15835	100000.0	3.189208984375e-05	28
15835	1.0	3.1999511718749985e-05	28
15835	0.01	3.703369140624999e-05	28
15836	100000.0	1.3079223632812504e-05	11
15836	0.01	1.3903808593749993e-05	11
15836	0.0	1.3921508789062494e-05	11
15836	0.1	1.4356689453124994e-05	11
15836	1.0	1.3626708984374996e-05	11
15837	0.01	7.148742675781245e-07	0
15837	0.0	8.130645751953127e-07	0
15837	0.1	7.269287109375002e-07	0
15837	1.0	6.953048706054686e-07	0
15837	4.0	6.870269775390624e-07	0
15837	100000.0	6.2774658203125e-07	0
15838	0.1	1.2316894531249995e-05	10
15838	1.0	1.2629394531249996e-05	10
15838	0.0	1.2695922851562497e-05	10
15838	0.01	1.2315063476562495e-05	10
15838	100000.0	9.1351318359375e-06	10
15839	100000.0	1.75390625e-05	14
15839	0.01	1.8648681640625e-05	14
15839	1.0	1.6907958984375e-05	14
15839	0.0	1.859130859375e-05	14
15839	0.1	1.8175048828125e-05	14
15839	4.0	1.7750244140625e-05	14
15840	1.0	1.3710937499999995e-05	12
15840	0.1	1.1953125e-05	12
15840	0.0	1.5926513671874994e-05	12
15840	0.01	1.19976806640625e-05	12
15840	100000.0	9.5574951171875e-06	12
15840	4.0	1.3727416992187497e-05	12
15841	4.0	2.9089355468749988e-05	23
15841	0.01	2.9200439453124987e-05	23
15841	1.0	2.9095458984374987e-05	23
15841	0.1	2.9121093749999993e-05	23
15841	0.0	2.879638671875e-05	23
15841	100000.0	2.6290283203125e-05	23
15844	0.0	5.863037109374998e-06	4
15844	1.0	8.772277832031246e-06	4
15844	4.0	8.751525878906249e-06	4
15844	100000.0	1.3782958984375e-05	4
15844	0.01	6.181640625e-06	4
15844	0.1	5.196533203124997e-06	4
15845	1.0	3.8479003906249986e-05	30
15845	0.1	3.916748046875e-05	30
15845	0.0	3.785644531249999e-05	30
15845	100000.0	3.4621582031250005e-05	30
15845	0.01	3.8024902343749986e-05	30
15846	100000.0	8.216552734374998e-06	8
15846	0.0	1.0314331054687497e-05	8
15846	0.1	9.3890380859375e-06	8
15846	1.0	8.391113281249998e-06	8
15846	0.01	9.6258544921875e-06	8
15847	0.0	2.06494140625e-05	16
15847	0.1	2.3006591796875e-05	16
15847	1.0	2.0439453125e-05	16
15847	0.01	2.1821289062499993e-05	16
15847	100000.0	2.2598876953125e-05	16
15848	4.0	4.516906738281248e-06	3
15848	0.0	3.92181396484375e-06	3
15848	1.0	4.2547607421875e-06	3
15848	0.01	4.07440185546875e-06	3
15848	0.1	4.4085693359375e-06	3
15848	100000.0	4.7662353515625e-06	3
15849	100000.0	1.2461547851562504e-05	9
15849	0.01	1.1945800781249995e-05	9
15849	0.0	1.1939086914062495e-05	9
15849	0.1	1.2000732421875e-05	9
15849	1.0	1.2544555664062496e-05	9
15850	0.01	1.9337158203125e-05	16
15850	0.0	2.079345703125e-05	16
15850	0.1	1.9722900390625e-05	16
15850	1.0	1.9498291015624995e-05	16
15850	100000.0	1.4248046875000002e-05	16
15851	0.1	1.7995605468749993e-05	14
15851	0.01	1.9274902343749995e-05	14
15851	1.0	1.4888916015625e-05	14
15851	100000.0	1.411865234375e-05	14
15851	0.0	1.7600097656249994e-05	14
15851	4.0	1.478515625e-05	14
15852	0.1	2.3004150390624994e-05	17
15852	100000.0	1.72003173828125e-05	17
15852	1.0	2.4285888671874995e-05	17
15852	0.01	2.2684326171875e-05	17
15852	0.0	2.1556396484375e-05	17
15853	0.0	5.011291503906248e-06	4
15853	0.1	1.474914550781249e-06	4
15853	0.01	7.168579101562498e-06	4
15853	100000.0	4.69573974609375e-06	4
15853	4.0	1.0211181640624997e-05	4
15853	1.0	4.0652465820312515e-06	4
15854	0.0	2.7855224609375e-05	22
15854	4.0	2.8756103515625e-05	22
15854	0.1	2.7910156249999988e-05	22
15854	0.01	2.7705078125e-05	22
15854	1.0	2.8944091796874988e-05	22
15854	100000.0	2.5860595703125e-05	22
15855	0.0	7.793273925781246e-06	6
15855	0.01	6.678161621093748e-06	6
15855	1.0	1.1951293945312496e-05	6
15855	0.1	7.646484374999997e-06	6
15855	100000.0	1.2794189453124997e-05	6
15856	0.1	2.4285888671874995e-05	16
15856	0.01	2.0457763671875e-05	16
15856	100000.0	2.248779296875e-05	16
15856	1.0	2.4284667968749994e-05	16
15856	0.0	2.0533447265624993e-05	16
15857	100000.0	3.023910522460937e-07	0
15857	0.1	6.074523925781249e-07	0
15857	4.0	3.7288665771484376e-07	0
15857	1.0	5.460929870605468e-07	0
15857	0.01	5.9844970703125e-07	0
15857	0.0	6.065368652343748e-07	0
15858	0.1	3.592773437499999e-05	29
15858	0.0	3.70654296875e-05	29
15858	100000.0	3.7412109375e-05	29
15858	0.01	3.734374999999999e-05	29
15858	1.0	3.676269531250001e-05	29
15859	0.1	9.695434570312498e-06	6
15859	1.0	7.738647460937499e-06	6
15859	0.01	8.531188964843749e-06	6
15859	100000.0	5.434570312500003e-06	6
15859	0.0	8.414916992187496e-06	6
15860	4.0	2.1009521484375e-05	15
15860	1.0	2.1807861328125e-05	15
15860	0.0	1.95751953125e-05	15
15860	0.01	1.9194335937499995e-05	15
15860	100000.0	1.1695556640625002e-05	15
15860	0.1	2.0102539062499992e-05	15
15861	100000.0	1.5436401367187498e-05	12
15861	0.0	1.5557861328124994e-05	12
15861	1.0	1.5735473632812492e-05	12
15861	0.01	1.60601806640625e-05	12
15861	0.1	1.55841064453125e-05	12
15862	1.0	2.137695312499999e-05	17
15862	0.01	2.1364746093749994e-05	17
15862	0.1	2.1477050781249995e-05	17
15862	100000.0	2.07763671875e-05	17
15862	0.0	2.16455078125e-05	17
15863	100000.0	1.3033294677734378e-06	2
15863	0.01	2.40966796875e-06	2
15863	0.1	1.0063171386718747e-06	2
15863	0.0	2.7316284179687498e-06	2
15863	4.0	9.69772338867187e-07	2
15863	1.0	9.774780273437497e-07	2
15864	4.0	1.3490600585937495e-05	11
15864	100000.0	1.23046875e-05	11
15864	1.0	1.7238769531249995e-05	11
15864	0.1	1.52813720703125e-05	11
15864	0.0	1.4476928710937494e-05	11
15864	0.01	1.455322265625e-05	11
15865	0.1	1.2171020507812495e-05	11
15865	0.0	1.3773193359374997e-05	11
15865	1.0	9.424438476562496e-06	11
15865	100000.0	1.2130126953125003e-05	11
15865	0.01	1.2666625976562496e-05	11
15866	0.01	1.1954956054687498e-05	9
15866	100000.0	1.2252197265625e-05	9
15866	0.1	1.1922607421874996e-05	9
15866	0.0	1.1928710937499995e-05	9
15866	4.0	1.1794433593749995e-05	9
15866	1.0	1.1093749999999997e-05	9
15867	0.01	1.2776489257812496e-05	10
15867	0.1	1.3225097656249996e-05	10
15867	0.0	1.32568359375e-05	10
15867	100000.0	1.08734130859375e-05	10
15867	1.0	1.3203124999999996e-05	10
15868	0.1	3.0216064453124986e-05	24
15868	0.01	3.0085449218749995e-05	24
15868	1.0	2.9661865234374988e-05	24
15868	0.0	3.0439453125e-05	24
15868	100000.0	2.9403076171875014e-05	24
15869	0.1	1.8590087890624994e-05	15
15869	0.0	1.906494140625e-05	15
15869	1.0	1.853759765625e-05	15
15869	100000.0	1.6646118164062502e-05	15
15869	0.01	1.8851318359374995e-05	15
15870	0.1	1.67718505859375e-05	13
15870	100000.0	1.7416381835937506e-05	13
15870	0.0	1.69775390625e-05	13
15870	0.01	1.6619873046875e-05	13
15870	1.0	1.6540527343749998e-05	13
15871	1.0	2.8994140625e-05	23
15871	0.01	2.942626953125e-05	23
15871	0.0	2.8863525390625e-05	23
15871	0.1	2.8740234374999994e-05	23
15871	100000.0	2.341552734375e-05	23
15871	4.0	2.8668212890625e-05	23
15872	100000.0	1.9794921875e-05	22
15872	0.01	2.6597900390625e-05	22
15872	4.0	2.5667724609374995e-05	22
15872	0.0	2.75537109375e-05	22
15872	1.0	2.6597900390625e-05	22
15872	0.1	2.7556152343749993e-05	22
15873	100000.0	9.619140624999998e-07	0
15873	4.0	9.933471679687497e-07	0
15873	0.1	8.945465087890623e-07	0
15873	0.01	8.501434326171873e-07	0
15873	0.0	8.555603027343747e-07	0
15873	1.0	8.410644531249993e-07	0
15874	0.0	2.0612792968749994e-05	16
15874	4.0	1.7872314453125e-05	16
15874	0.1	1.7187499999999994e-05	16
15874	100000.0	2.2296142578125008e-05	16
15874	1.0	1.7039794921874992e-05	16
15874	0.01	1.7911376953124993e-05	16
15875	0.0	5.5014038085937496e-06	4
15875	100000.0	3.432006835937501e-06	4
15875	1.0	4.9072265625e-06	4
15875	4.0	3.096160888671875e-06	4
15875	0.1	5.614318847656248e-06	4
15875	0.01	5.595092773437498e-06	4
15876	100000.0	7.1649169921875e-06	9
15876	4.0	4.3981933593749966e-06	9
15876	0.0	1.1571044921874997e-05	9
15876	0.1	4.924011230468748e-06	9
15876	1.0	4.56573486328125e-06	9
15876	0.01	1.2133789062499995e-05	9
15877	1.0	3.8134765625e-05	30
15877	0.0	3.798828125e-05	30
15877	0.01	3.8208007812499987e-05	30
15877	100000.0	3.1875e-05	30
15877	0.1	3.7900390624999984e-05	30
15877	4.0	3.903076171875e-05	30
15878	0.1	1.6553344726562494e-05	13
15878	100000.0	1.8187255859375e-05	13
15878	1.0	1.5670166015624998e-05	13
15878	0.01	1.6984863281249998e-05	13
15878	0.0	1.6727294921874998e-05	13
15878	4.0	1.5623779296875e-05	13
15879	1.0	3.3990478515625e-05	27
15879	0.0	3.4443359375e-05	27
15879	0.01	3.4453124999999985e-05	27
15879	0.1	3.421874999999999e-05	27
15879	100000.0	3.5252685546875e-05	27
15880	4.0	5.4357910156249975e-06	4
15880	0.1	4.853515625e-06	4
15880	1.0	5.324096679687498e-06	4
15880	100000.0	3.633117675781251e-06	4
15880	0.01	6.3446044921874975e-06	4
15880	0.0	5.527954101562498e-06	4
15881	0.1	2.289794921875e-05	19
15881	1.0	2.0859374999999994e-05	19
15881	0.01	2.3041992187499995e-05	19
15881	0.0	2.3864746093749994e-05	19
15881	100000.0	1.991943359375e-05	19
15883	100000.0	7.974243164062501e-06	13
15883	1.0	1.6885986328124998e-05	13
15883	0.1	1.7317504882812496e-05	13
15883	0.01	1.5758056640624994e-05	13
15883	0.0	1.6434326171874993e-05	13
15884	0.0	2.510742187499999e-05	20
15884	0.1	2.505981445312499e-05	20
15884	100000.0	1.9583740234375005e-05	20
15884	0.01	2.5059814453125e-05	20
15884	1.0	2.44873046875e-05	20
15884	4.0	2.4154052734374992e-05	20
15885	0.01	1.43817138671875e-05	11
15885	1.0	1.4833984374999994e-05	11
15885	0.0	1.44140625e-05	11
15885	100000.0	1.2598876953125e-05	11
15885	0.1	1.53057861328125e-05	11
15886	4.0	1.06097412109375e-05	11
15886	0.1	1.3530883789062495e-05	11
15886	100000.0	2.039031982421875e-06	11
15886	0.0	1.3861694335937494e-05	11
15886	1.0	1.33721923828125e-05	11
15886	0.01	1.4088745117187494e-05	11
15887	1.0	1.2293701171875e-05	10
15887	0.01	1.27874755859375e-05	10
15887	0.0	1.2696533203124996e-05	10
15887	0.1	1.2800903320312497e-05	10
15887	100000.0	1.0220947265625e-05	10
15888	100000.0	2.4851074218750008e-05	24
15888	0.01	3.0760498046874985e-05	24
15888	0.1	3.05029296875e-05	24
15888	0.0	3.02490234375e-05	24
15888	1.0	2.9466552734375e-05	24
15889	0.0	3.728027343749999e-05	29
15889	0.1	3.6540527343749986e-05	29
15889	0.01	3.723876953125e-05	29
15889	1.0	3.679931640625e-05	29
15889	100000.0	3.3411865234375015e-05	29
15890	100000.0	3.1354980468750004e-05	24
15890	0.1	3.125976562499999e-05	24
15890	1.0	3.0823974609374995e-05	24
15890	0.01	3.1188964843749994e-05	24
15890	0.0	3.111694335937499e-05	24
15891	1.0	2.0344238281249994e-05	8
15891	0.0	1.02508544921875e-05	8
15891	0.01	1.6929321289062494e-05	8
15891	0.1	1.1758422851562498e-05	8
15891	100000.0	1.67706298828125e-05	8
15892	0.0	2.4361572265625e-05	19
15892	0.01	2.444580078125e-05	19
15892	0.1	2.432861328125e-05	19
15892	4.0	2.4677734375e-05	19
15892	1.0	2.371826171875e-05	19
15892	100000.0	2.416015625000001e-05	19
15893	0.0	7.8118896484375e-06	6
15893	0.1	7.049255371093747e-06	6
15893	0.01	7.99468994140625e-06	6
15893	4.0	7.346496582031247e-06	6
15893	100000.0	1.5067749023437504e-05	6
15893	1.0	7.3788452148437485e-06	6
15894	100000.0	4.759521484375e-06	4
15894	1.0	5.0543212890625005e-06	4
15894	0.01	5.517578125e-06	4
15894	0.0	5.7009887695312476e-06	4
15894	0.1	4.0191650390625e-06	4
15894	4.0	4.5062255859375e-06	4
15895	0.0	3.178100585937499e-06	2
15895	4.0	4.705200195312499e-06	2
15895	100000.0	5.692749023437499e-06	2
15895	1.0	4.7195434570312494e-06	2
15895	0.1	3.224182128906248e-06	2
15895	0.01	3.122253417968749e-06	2
15896	0.01	5.56304931640625e-06	4
15896	4.0	8.638763427734373e-07	4
15896	0.0	5.8459472656249986e-06	4
15896	100000.0	5.3115844726562495e-06	4
15896	0.1	1.22406005859375e-06	4
15896	1.0	1.0602569580078128e-06	4
15897	0.1	3.639404296875e-05	29
15897	100000.0	3.5770263671875015e-05	29
15897	1.0	3.639160156250001e-05	29
15897	0.0	3.635986328124999e-05	29
15897	4.0	3.677734375e-05	29
15897	0.01	3.6452636718749986e-05	29
15898	1.0	3.785888671874998e-05	29
15898	0.0	3.71728515625e-05	29
15898	0.1	3.900390624999998e-05	29
15898	0.01	3.8554687500000015e-05	29
15898	100000.0	3.787353515625e-05	29
15899	1.0	6.721191406249998e-06	5
15899	0.0	6.421203613281248e-06	5
15899	0.1	6.291809082031248e-06	5
15899	100000.0	1.0089874267578123e-06	5
15899	4.0	6.523132324218748e-06	5
15899	0.01	6.886596679687498e-06	5
15900	1.0	1.3150634765624996e-05	10
15900	0.01	1.2618408203125e-05	10
15900	0.0	1.2758178710937496e-05	10
15900	0.1	1.3802490234375e-05	10
15900	100000.0	9.213867187500002e-06	10
15901	0.1	3.0095214843749994e-05	24
15901	0.0	3.015747070312499e-05	24
15901	0.01	3.0122070312499994e-05	24
15901	100000.0	3.0081787109375e-05	24
15901	4.0	3.068237304687499e-05	24
15901	1.0	3.004516601562499e-05	24
15902	0.1	8.048248291015623e-07	0
15902	4.0	2.832336425781249e-06	0
15902	1.0	4.270477294921873e-06	0
15902	0.01	8.561706542968748e-07	0
15902	0.0	8.518218994140628e-07	0
15902	100000.0	1.2021636962890624e-06	0
15903	100000.0	4.0322265625000014e-05	31
15903	0.01	3.802734374999998e-05	31
15903	0.1	3.856201171874998e-05	31
15903	0.0	3.937011718749998e-05	31
15903	1.0	3.8898925781249986e-05	31
15904	0.01	1.09869384765625e-05	9
15904	0.0	1.1483154296875003e-05	9
15904	0.1	1.1200561523437497e-05	9
15904	1.0	1.2486572265624996e-05	9
15904	100000.0	6.496582031249999e-06	9
15905	0.0	3.5701904296874994e-05	28
15905	100000.0	3.3123779296875004e-05	28
15905	0.01	3.414672851562499e-05	28
15905	1.0	3.3227539062499986e-05	28
15905	0.1	3.605346679687499e-05	28
15906	0.0	1.5560302734374993e-05	12
15906	4.0	1.4887695312499993e-05	12
15906	0.1	1.5417480468749993e-05	12
15906	100000.0	2.0120849609375e-05	12
15906	1.0	1.55615234375e-05	12
15906	0.01	1.5583496093749993e-05	12
15907	0.1	5.096130371093748e-06	4
15907	0.01	5.0579833984375e-06	4
15907	1.0	5.1702880859375e-06	4
15907	4.0	4.635009765624999e-06	4
15907	0.0	5.318603515624999e-06	4
15907	100000.0	9.506988525390623e-07	4
15908	0.0	5.830993652343749e-06	4
15908	100000.0	4.034423828125001e-06	4
15908	0.01	5.627441406249999e-06	4
15908	4.0	4.847717285156249e-06	4
15908	1.0	4.735412597656248e-06	4
15908	0.1	5.7171630859374985e-06	4
15909	100000.0	1.2491455078125002e-05	8
15909	0.0	1.0859985351562494e-05	8
15909	0.1	1.0433349609374997e-05	8
15909	0.01	1.0642089843749998e-05	8
15909	1.0	9.967041015624997e-06	8
15909	4.0	1.02081298828125e-05	8
15910	100000.0	1.7216796875e-05	8
15910	0.1	9.943847656249997e-06	8
15910	0.0	1.06671142578125e-05	8
15910	1.0	1.0314331054687497e-05	8
15910	0.01	1.0618896484374996e-05	8
15911	1.0	1.6381835937499998e-05	14
15911	100000.0	1.69915771484375e-05	14
15911	0.01	1.7901611328124994e-05	14
15911	0.0	1.7698974609374994e-05	14
15911	0.1	1.6500244140624995e-05	14
15911	4.0	1.5511474609375e-05	14
15912	0.01	2.597412109375e-05	20
15912	1.0	2.593017578125e-05	20
15912	0.0	2.6116943359374993e-05	20
15912	0.1	2.6162109375e-05	20
15912	100000.0	2.67822265625e-05	20
15913	0.0	2.2933349609375e-05	18
15913	0.01	2.31494140625e-05	18
15913	1.0	2.270019531249999e-05	18
15913	100000.0	1.4274291992187506e-05	18
15913	0.1	2.2965087890625e-05	18
15914	1.0	3.3836669921874985e-05	27
15914	0.01	3.411743164062499e-05	27
15914	0.1	3.4664306640624986e-05	27
15914	100000.0	2.935668945312501e-05	27
15914	0.0	3.391357421875e-05	27
15915	0.1	3.064941406249999e-05	24
15915	1.0	3.0513916015625e-05	24
15915	0.0	3.091918945312499e-05	24
15915	0.01	3.069824218749999e-05	24
15915	100000.0	3.080810546875e-05	24
15916	1.0	2.232818603515625e-06	2
15916	0.1	2.2145080566406247e-06	2
15916	100000.0	2.208099365234375e-06	2
15916	4.0	3.744659423828125e-06	2
15916	0.0	3.415222167968748e-06	2
15916	0.01	1.5107727050781244e-06	2
15917	0.01	1.2551879882812496e-06	1
15917	4.0	1.1136627197265626e-06	1
15917	100000.0	5.756759643554687e-07	1
15917	0.0	1.25732421875e-06	1
15917	0.1	1.2679290771484377e-06	1
15917	1.0	1.264190673828125e-06	1
15918	4.0	2.24609375e-06	2
15918	0.1	1.8174743652343747e-06	2
15918	0.0	2.600097656249999e-06	2
15918	100000.0	4.6685791015624985e-06	2
15918	0.01	2.6112365722656242e-06	2
15918	1.0	2.321319580078125e-06	2
15919	0.01	2.9173583984375e-05	23
15919	100000.0	2.6090087890625007e-05	23
15919	0.0	2.9456787109374993e-05	23
15919	1.0	2.974731445312499e-05	23
15919	0.1	2.9532470703124987e-05	23
15920	0.0	2.3856201171875e-05	19
15920	0.01	2.3649902343749993e-05	19
15920	100000.0	1.9249267578125006e-05	19
15920	0.1	2.3897705078125e-05	19
15920	1.0	2.3629150390624992e-05	19
15921	4.0	2.2182464599609362e-07	0
15921	1.0	2.3101806640625e-07	0
15921	100000.0	1.3974189758300778e-07	0
15921	0.0	5.615234375e-07	0
15921	0.01	5.591583251953125e-07	0
15921	0.1	5.90095520019531e-07	0
15922	4.0	4.974365234375e-07	0
15922	0.0	2.465248107910155e-07	0
15922	0.1	2.4688720703125e-07	0
15922	100000.0	4.268646240234375e-07	0
15922	1.0	3.254699707031248e-07	0
15923	100000.0	3.1237792968749994e-06	9
15923	0.0	1.24981689453125e-05	9
15923	1.0	1.03277587890625e-05	9
15923	0.01	1.19378662109375e-05	9
15923	0.1	1.2197875976562495e-05	9
15924	1.0	3.1038818359374986e-05	27
15924	0.01	3.3659667968749985e-05	27
15924	0.0	3.375366210937499e-05	27
15924	100000.0	2.6390380859375006e-05	27
15924	0.1	3.3553466796874994e-05	27
15925	1.0	2.8643798828125e-05	22
15925	0.1	2.8529052734375e-05	22
15925	100000.0	2.7716064453125007e-05	22
15925	0.01	2.838623046875e-05	22
15925	0.0	2.8387451171875e-05	22
15926	0.01	5.6036376953124985e-06	4
15926	0.0	5.223083496093747e-06	4
15926	0.1	5.636901855468748e-06	4
15926	1.0	5.205993652343748e-06	4
15926	100000.0	3.96728515625e-06	4
15926	4.0	5.430603027343748e-06	4
15927	1.0	2.2152099609375e-05	17
15927	0.0	2.1466064453125e-05	17
15927	0.01	2.0965576171875e-05	17
15927	100000.0	2.404541015625e-05	17
15927	0.1	2.1871337890625e-05	17
15928	100000.0	8.461914062500003e-06	11
15928	0.0	1.4448242187499994e-05	11
15928	0.1	1.4140014648437494e-05	11
15928	1.0	1.5549926757812493e-05	11
15928	0.01	1.3975219726562494e-05	11
15929	0.0	6.809082031249998e-06	5
15929	0.1	4.964904785156248e-06	5
15929	100000.0	1.0274658203124998e-05	5
15929	0.01	6.7877197265624985e-06	5
15929	1.0	5.1593017578125e-06	5
15929	4.0	1.1784667968749995e-05	5
15930	0.1	3.064453125e-05	24
15930	0.01	3.0895996093749985e-05	24
